UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
gdm         1824    1765    1835  0    4 42720  6080   5 18:27 tty1     00:00:00 /usr/libexec/gdm-wayland-session dbus-run-session -- gnome-
gdm         1824    1765    1857  0    4 42720  6080   0 18:27 tty1     00:00:00 /usr/libexec/gdm-wayland-session dbus-run-session -- gnome-
gdm         1859    1824    1859  0    1  1355  2144   1 18:27 tty1     00:00:00 dbus-run-session -- gnome-session --autostart /usr/share/gd
gdm         1861    1859    1861  0    1  2340  5480   4 18:27 tty1     00:00:00 dbus-daemon --nofork --print-address 4 --session
rtkit       1863       1    1863  0    3  5465  3168   4 18:27 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1863       1    1879  0    3  5465  3168   2 18:27 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1863       1    1880  0    3  5465  3168   0 18:27 ?        00:00:00 /usr/libexec/rtkit-daemon
gdm         1866    1859    1866  0    5 140142 15260  4 18:27 tty1     00:00:00 /usr/libexec/gnome-session-binary --autostart /usr/share/gd
gdm         1866    1859    1887  0    5 140142 15260  1 18:27 tty1     00:00:00 /usr/libexec/gnome-session-binary --autostart /usr/share/gd
gdm         1866    1859    1888  0    5 140142 15260  3 18:27 tty1     00:00:00 /usr/libexec/gnome-session-binary --autostart /usr/share/gd
gdm         1866    1859    1889  0    5 140142 15260  4 18:27 tty1     00:00:00 /usr/libexec/gnome-session-binary --autostart /usr/share/gd
gdm         1866    1859    1891  0    5 140142 15260  0 18:27 tty1     00:00:00 /usr/libexec/gnome-session-binary --autostart /usr/share/gd
gdm         1906    1866    1906  0   29 1175180 225808 2 18:27 tty1    00:00:09 /usr/bin/gnome-shell
gdm         1906    1866    1967  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1968  0   29 1175180 225808 5 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1970  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1972  0   29 1175180 225808 3 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1974  0   29 1175180 225808 2 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1975  0   29 1175180 225808 4 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1976  0   29 1175180 225808 0 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1977  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1978  0   29 1175180 225808 5 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1979  0   29 1175180 225808 5 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1980  0   29 1175180 225808 5 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    1981  0   29 1175180 225808 5 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2020  0   29 1175180 225808 0 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2026  0   29 1175180 225808 4 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2027  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2028  0   29 1175180 225808 0 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2029  0   29 1175180 225808 0 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2030  0   29 1175180 225808 0 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2031  0   29 1175180 225808 4 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2032  0   29 1175180 225808 4 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2033  0   29 1175180 225808 3 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2034  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2035  0   29 1175180 225808 4 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2036  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2037  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2040  0   29 1175180 225808 1 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2066  0   29 1175180 225808 3 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1906    1866    2381  0   29 1175180 225808 3 18:27 tty1    00:00:00 /usr/bin/gnome-shell
gdm         1928    1773    1928  0    8 152542 7140   1 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    1929  0    8 152542 7140   5 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    1930  0    8 152542 7140   1 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    1932  0    8 152542 7140   0 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    1941  0    8 152542 7140   0 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    1949  0    8 152542 7140   4 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    1950  0    8 152542 7140   5 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1928    1773    2012  0    8 152542 7140   0 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
gdm         1933    1773    1933  0    4 77512  6104   4 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
gdm         1933    1773    1935  0    4 77512  6104   3 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
gdm         1933    1773    1936  0    4 77512  6104   5 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
gdm         1933    1773    1938  0    4 77512  6104   5 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
root        1942    1928    1942  0    1   693  1964   2 18:27 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,s
cups-br+    2016       1    2016  0    4 52343 20132   4 18:27 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2016       1    2095  0    4 52343 20132   4 18:27 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2016       1    2096  0    4 52343 20132   3 18:27 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    2016       1    2097  0    4 52343 20132   5 18:27 ?        00:00:00 /usr/sbin/cups-browsed
root        2017       1    2017  0    4 78021  7288   5 18:27 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        2017       1    2038  0    4 78021  7288   0 18:27 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        2017       1    2039  0    4 78021  7288   4 18:27 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        2017       1    2041  0    4 78021  7288   3 18:27 ?        00:00:00 /usr/libexec/power-profiles-daemon
gdm         2068       1    2068  0    5 95411  7428   0 18:27 tty1     00:00:00 /usr/libexec/at-spi-bus-launcher
gdm         2068       1    2069  0    5 95411  7428   1 18:27 tty1     00:00:00 /usr/libexec/at-spi-bus-launcher
gdm         2068       1    2070  0    5 95411  7428   4 18:27 tty1     00:00:00 /usr/libexec/at-spi-bus-launcher
gdm         2068       1    2071  0    5 95411  7428   2 18:27 tty1     00:00:00 /usr/libexec/at-spi-bus-launcher
gdm         2068       1    2073  0    5 95411  7428   1 18:27 tty1     00:00:00 /usr/libexec/at-spi-bus-launcher
gdm         2074    2068    2074  0    1  2188  4584   3 18:27 tty1     00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-s
gdm         2075    1906    2075  0    1 51355 60724   0 18:27 tty1     00:00:00 /usr/bin/Xwayland :1024 -rootless -noreset -accessx -core -
gdm         2077       1    2077  0    4 42281  6920   2 18:27 tty1     00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
gdm         2077       1    2079  0    4 42281  6920   3 18:27 tty1     00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
gdm         2077       1    2080  0    4 42281  6920   4 18:27 tty1     00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
gdm         2077       1    2081  0    4 42281  6920   0 18:27 tty1     00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
colord      2078       1    2078  0    4 79733 14188   4 18:27 ?        00:00:00 /usr/libexec/colord
colord      2078       1    2085  0    4 79733 14188   0 18:27 ?        00:00:00 /usr/libexec/colord
colord      2078       1    2086  0    4 79733 14188   2 18:27 ?        00:00:00 /usr/libexec/colord
colord      2078       1    2088  0    4 79733 14188   3 18:27 ?        00:00:00 /usr/libexec/colord
gdm         2115       1    2115  0    4 77512  6192   4 18:27 tty1     00:00:00 /usr/libexec/xdg-permission-store
gdm         2115       1    2116  0    4 77512  6192   2 18:27 tty1     00:00:00 /usr/libexec/xdg-permission-store
gdm         2115       1    2117  0    4 77512  6192   4 18:27 tty1     00:00:00 /usr/libexec/xdg-permission-store
gdm         2115       1    2119  0    4 77512  6192   4 18:27 tty1     00:00:00 /usr/libexec/xdg-permission-store
gdm         2127       1    2127  0   12 683410 27872  1 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2134  0   12 683410 27872  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2135  0   12 683410 27872  2 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2136  0   12 683410 27872  5 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2137  0   12 683410 27872  4 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2138  0   12 683410 27872  4 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2139  0   12 683410 27872  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2140  0   12 683410 27872  5 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2141  0   12 683410 27872  5 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2156  0   12 683410 27872  1 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2157  0   12 683410 27872  2 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
gdm         2127       1    2160  0   12 683410 27872  3 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Noti
root        2128       1    2128  0    4 80311  8856   4 18:27 ?        00:00:00 /usr/libexec/upowerd
root        2128       1    2220  0    4 80311  8856   3 18:27 ?        00:00:00 /usr/libexec/upowerd
root        2128       1    2221  0    4 80311  8856   3 18:27 ?        00:00:00 /usr/libexec/upowerd
root        2128       1    2226  0    4 80311  8856   3 18:27 ?        00:00:00 /usr/libexec/upowerd
gdm         2144    1866    2144  0    5 117304 10624  5 18:27 tty1     00:00:00 /usr/libexec/gsd-sharing
gdm         2144    1866    2163  0    5 117304 10624  0 18:27 tty1     00:00:00 /usr/libexec/gsd-sharing
gdm         2144    1866    2164  0    5 117304 10624  0 18:27 tty1     00:00:00 /usr/libexec/gsd-sharing
gdm         2144    1866    2165  0    5 117304 10624  1 18:27 tty1     00:00:00 /usr/libexec/gsd-sharing
gdm         2144    1866    2169  0    5 117304 10624  3 18:27 tty1     00:00:00 /usr/libexec/gsd-sharing
gdm         2149    1866    2149  0    5 103392 19084  2 18:27 tty1     00:00:00 /usr/libexec/gsd-wacom
gdm         2149    1866    2195  0    5 103392 19084  5 18:27 tty1     00:00:00 /usr/libexec/gsd-wacom
gdm         2149    1866    2196  0    5 103392 19084  3 18:27 tty1     00:00:00 /usr/libexec/gsd-wacom
gdm         2149    1866    2204  0    5 103392 19084  3 18:27 tty1     00:00:00 /usr/libexec/gsd-wacom
gdm         2149    1866    2212  0    5 103392 19084  0 18:27 tty1     00:00:00 /usr/libexec/gsd-wacom
gdm         2150    1866    2150  0    5 103509 18644  4 18:27 tty1     00:00:00 /usr/libexec/gsd-color
gdm         2150    1866    2197  0    5 103509 18644  3 18:27 tty1     00:00:00 /usr/libexec/gsd-color
gdm         2150    1866    2198  0    5 103509 18644  3 18:27 tty1     00:00:00 /usr/libexec/gsd-color
gdm         2150    1866    2208  0    5 103509 18644  3 18:27 tty1     00:00:00 /usr/libexec/gsd-color
gdm         2150    1866    2216  0    5 103509 18644  5 18:27 tty1     00:00:00 /usr/libexec/gsd-color
gdm         2153    1866    2153  0    5 103011 17592  2 18:27 tty1     00:00:00 /usr/libexec/gsd-keyboard
gdm         2153    1866    2199  0    5 103011 17592  3 18:27 tty1     00:00:00 /usr/libexec/gsd-keyboard
gdm         2153    1866    2200  0    5 103011 17592  3 18:27 tty1     00:00:00 /usr/libexec/gsd-keyboard
gdm         2153    1866    2211  0    5 103011 17592  5 18:27 tty1     00:00:00 /usr/libexec/gsd-keyboard
gdm         2153    1866    2218  0    5 103011 17592  5 18:27 tty1     00:00:00 /usr/libexec/gsd-keyboard
gdm         2159    1866    2159  0    4 80887 11360   1 18:27 tty1     00:00:00 /usr/libexec/gsd-print-notifications
gdm         2159    1866    2183  0    4 80887 11360   2 18:27 tty1     00:00:00 /usr/libexec/gsd-print-notifications
gdm         2159    1866    2185  0    4 80887 11360   4 18:27 tty1     00:00:00 /usr/libexec/gsd-print-notifications
gdm         2159    1866    2193  0    4 80887 11360   2 18:27 tty1     00:00:00 /usr/libexec/gsd-print-notifications
gdm         2167    1866    2167  0    4 114567 7052   0 18:27 tty1     00:00:00 /usr/libexec/gsd-rfkill
gdm         2167    1866    2178  0    4 114567 7052   4 18:27 tty1     00:00:00 /usr/libexec/gsd-rfkill
gdm         2167    1866    2179  0    4 114567 7052   0 18:27 tty1     00:00:00 /usr/libexec/gsd-rfkill
gdm         2167    1866    2184  0    4 114567 7052   0 18:27 tty1     00:00:00 /usr/libexec/gsd-rfkill
gdm         2171    1866    2171  0    5 96732  8156   2 18:27 tty1     00:00:00 /usr/libexec/gsd-smartcard
gdm         2171    1866    2186  0    5 96732  8156   4 18:27 tty1     00:00:00 /usr/libexec/gsd-smartcard
gdm         2171    1866    2187  0    5 96732  8156   0 18:27 tty1     00:00:00 /usr/libexec/gsd-smartcard
gdm         2171    1866    2206  0    5 96732  8156   4 18:27 tty1     00:00:00 /usr/libexec/gsd-smartcard
gdm         2171    1866    2248  0    5 96732  8156   0 18:27 tty1     00:00:00 /usr/libexec/gsd-smartcard
gdm         2174    1866    2174  0    5 64299  9968   3 18:27 tty1     00:00:00 /usr/libexec/gsd-datetime
gdm         2174    1866    2191  0    5 64299  9968   1 18:27 tty1     00:00:00 /usr/libexec/gsd-datetime
gdm         2174    1866    2192  0    5 64299  9968   5 18:27 tty1     00:00:00 /usr/libexec/gsd-datetime
gdm         2174    1866    2194  0    5 64299  9968   2 18:27 tty1     00:00:00 /usr/libexec/gsd-datetime
gdm         2174    1866    2244  0    5 64299  9968   1 18:27 tty1     00:00:00 /usr/libexec/gsd-datetime
gdm         2177    1866    2177  0    5 178083 21364  5 18:27 tty1     00:00:00 /usr/libexec/gsd-media-keys
gdm         2177    1866    2270  0    5 178083 21364  5 18:27 tty1     00:00:00 /usr/libexec/gsd-media-keys
gdm         2177    1866    2272  0    5 178083 21364  3 18:27 tty1     00:00:00 /usr/libexec/gsd-media-keys
gdm         2177    1866    2274  0    5 178083 21364  1 18:27 tty1     00:00:00 /usr/libexec/gsd-media-keys
gdm         2177    1866    2283  0    5 178083 21364  3 18:27 tty1     00:00:00 /usr/libexec/gsd-media-keys
gdm         2190    1866    2190  0    4 77588  6576   5 18:27 tty1     00:00:00 /usr/libexec/gsd-screensaver-proxy
gdm         2190    1866    2217  0    4 77588  6576   5 18:27 tty1     00:00:00 /usr/libexec/gsd-screensaver-proxy
gdm         2190    1866    2219  0    4 77588  6576   1 18:27 tty1     00:00:00 /usr/libexec/gsd-screensaver-proxy
gdm         2190    1866    2224  0    4 77588  6576   4 18:27 tty1     00:00:00 /usr/libexec/gsd-screensaver-proxy
gdm         2205    1866    2205  0    5 64420  9432   5 18:27 tty1     00:00:00 /usr/libexec/gsd-sound
gdm         2205    1866    2259  0    5 64420  9432   0 18:27 tty1     00:00:00 /usr/libexec/gsd-sound
gdm         2205    1866    2260  0    5 64420  9432   2 18:27 tty1     00:00:00 /usr/libexec/gsd-sound
gdm         2205    1866    2278  0    5 64420  9432   1 18:27 tty1     00:00:00 /usr/libexec/gsd-sound
gdm         2205    1866    2288  0    5 64420  9432   2 18:27 tty1     00:00:00 /usr/libexec/gsd-sound
gdm         2213    1866    2213  0    5 61304  6996   2 18:27 tty1     00:00:00 /usr/libexec/gsd-a11y-settings
gdm         2213    1866    2231  0    5 61304  6996   3 18:27 tty1     00:00:00 /usr/libexec/gsd-a11y-settings
gdm         2213    1866    2232  0    5 61304  6996   0 18:27 tty1     00:00:00 /usr/libexec/gsd-a11y-settings
gdm         2213    1866    2237  0    5 61304  6996   1 18:27 tty1     00:00:00 /usr/libexec/gsd-a11y-settings
gdm         2213    1866    2289  0    5 61304  6996   5 18:27 tty1     00:00:00 /usr/libexec/gsd-a11y-settings
gdm         2222    1866    2222  0    5 96623  8188   3 18:27 tty1     00:00:00 /usr/libexec/gsd-housekeeping
gdm         2222    1866    2233  0    5 96623  8188   2 18:27 tty1     00:00:00 /usr/libexec/gsd-housekeeping
gdm         2222    1866    2234  0    5 96623  8188   5 18:27 tty1     00:00:00 /usr/libexec/gsd-housekeeping
gdm         2222    1866    2241  0    5 96623  8188   3 18:27 tty1     00:00:00 /usr/libexec/gsd-housekeeping
gdm         2222    1866    2290  0    5 96623  8188   1 18:27 tty1     00:00:00 /usr/libexec/gsd-housekeeping
gdm         2228    1866    2228  0    5 104002 20056  4 18:27 tty1     00:00:00 /usr/libexec/gsd-power
gdm         2228    1866    2263  0    5 104002 20056  1 18:27 tty1     00:00:00 /usr/libexec/gsd-power
gdm         2228    1866    2264  0    5 104002 20056  1 18:27 tty1     00:00:00 /usr/libexec/gsd-power
gdm         2228    1866    2266  0    5 104002 20056  0 18:27 tty1     00:00:00 /usr/libexec/gsd-power
gdm         2228    1866    2279  0    5 104002 20056  2 18:27 tty1     00:00:00 /usr/libexec/gsd-power
gdm         2334    1906    2334  0   19 405804 105396 3 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2336  0   19 405804 105396 1 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2355  0   19 405804 105396 3 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2356  0   19 405804 105396 1 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2357  0   19 405804 105396 0 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2358  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2360  0   19 405804 105396 0 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2361  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2362  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2363  0   19 405804 105396 2 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2366  0   19 405804 105396 4 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2367  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2368  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2370  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2371  0   19 405804 105396 1 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2379  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2380  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    2386  0   19 405804 105396 5 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2334    1906    3158  0   19 405804 105396 2 18:27 tty1     00:00:00 /usr/libexec/mutter-x11-frames
gdm         2335    1906    2335  0    4 97042 11168   0 18:27 tty1     00:00:00 ibus-daemon --panel disable -r --xim
gdm         2335    1906    2342  0    4 97042 11168   5 18:27 tty1     00:00:00 ibus-daemon --panel disable -r --xim
gdm         2335    1906    2343  0    4 97042 11168   1 18:27 tty1     00:00:00 ibus-daemon --panel disable -r --xim
gdm         2335    1906    2344  0    4 97042 11168   3 18:27 tty1     00:00:00 ibus-daemon --panel disable -r --xim
gdm         2352    2335    2352  0    4 42975  7396   1 18:27 tty1     00:00:00 /usr/libexec/ibus-memconf
gdm         2352    2335    2365  0    4 42975  7396   0 18:27 tty1     00:00:00 /usr/libexec/ibus-memconf
gdm         2352    2335    2369  0    4 42975  7396   5 18:27 tty1     00:00:00 /usr/libexec/ibus-memconf
gdm         2352    2335    2373  0    4 42975  7396   1 18:27 tty1     00:00:00 /usr/libexec/ibus-memconf
gdm         2354       1    2354  0    4 91226 63792   5 18:27 tty1     00:00:00 /usr/libexec/ibus-x11 --kill-daemon
gdm         2354       1    2382  0    4 91226 63792   2 18:27 tty1     00:00:00 /usr/libexec/ibus-x11 --kill-daemon
gdm         2354       1    2383  0    4 91226 63792   1 18:27 tty1     00:00:00 /usr/libexec/ibus-x11 --kill-daemon
gdm         2354       1    2384  0    4 91226 63792   4 18:27 tty1     00:00:00 /usr/libexec/ibus-x11 --kill-daemon
gdm         2364       1    2364  0    4 77805  7476   4 18:27 tty1     00:00:00 /usr/libexec/ibus-portal
gdm         2364       1    2374  0    4 77805  7476   5 18:27 tty1     00:00:00 /usr/libexec/ibus-portal
gdm         2364       1    2375  0    4 77805  7476   1 18:27 tty1     00:00:00 /usr/libexec/ibus-portal
gdm         2364       1    2376  0    4 77805  7476   1 18:27 tty1     00:00:00 /usr/libexec/ibus-portal
gdm         2388       1    2388  0    6 158173 17792  1 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal
gdm         2388       1    2389  0    6 158173 17792  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal
gdm         2388       1    2390  0    6 158173 17792  4 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal
gdm         2388       1    2391  0    6 158173 17792  1 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal
gdm         2388       1    2479  0    6 158173 17792  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal
gdm         2388       1    2487  0    6 158173 17792  3 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal
gdm         2404       1    2404  0    6 171787 39756  0 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gnome
gdm         2404       1    2408  0    6 171787 39756  3 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gnome
gdm         2404       1    2409  0    6 171787 39756  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gnome
gdm         2404       1    2410  0    6 171787 39756  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gnome
gdm         2404       1    2413  0    6 171787 39756  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gnome
gdm         2404       1    2416  0    6 171787 39756  3 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gnome
root        2406       1    2406  0    1  2704  6820   1 18:27 ?        00:00:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
gdm         2438    2335    2438  0    4 42973  7392   0 18:27 tty1     00:00:00 /usr/libexec/ibus-engine-simple
gdm         2438    2335    2442  0    4 42973  7392   4 18:27 tty1     00:00:00 /usr/libexec/ibus-engine-simple
gdm         2438    2335    2443  0    4 42973  7392   4 18:27 tty1     00:00:00 /usr/libexec/ibus-engine-simple
gdm         2438    2335    2444  0    4 42973  7392   5 18:27 tty1     00:00:00 /usr/libexec/ibus-engine-simple
gdm         2440       1    2440  0   12 683396 28160  2 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2446  0   12 683396 28160  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2447  0   12 683396 28160  4 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2448  0   12 683396 28160  5 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2449  0   12 683396 28160  2 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2450  0   12 683396 28160  5 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2451  0   12 683396 28160  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2452  0   12 683396 28160  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2453  0   12 683396 28160  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2454  0   12 683396 28160  1 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2455  0   12 683396 28160  0 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2440       1    2457  0   12 683396 28160  2 18:27 tty1     00:00:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSave
gdm         2471       1    2471  0    4 104442 14256  1 18:27 tty1     00:00:00 /usr/libexec/gsd-printer
gdm         2471       1    2473  0    4 104442 14256  2 18:27 tty1     00:00:00 /usr/libexec/gsd-printer
gdm         2471       1    2474  0    4 104442 14256  1 18:27 tty1     00:00:00 /usr/libexec/gsd-printer
gdm         2471       1    2475  0    4 104442 14256  2 18:27 tty1     00:00:00 /usr/libexec/gsd-printer
gdm         2481       1    2481  0    5 104519 24272  1 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gtk
gdm         2481       1    2482  0    5 104519 24272  1 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gtk
gdm         2481       1    2483  0    5 104519 24272  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gtk
gdm         2481       1    2485  0    5 104519 24272  2 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gtk
gdm         2481       1    2486  0    5 104519 24272  4 18:27 tty1     00:00:00 /usr/libexec/xdg-desktop-portal-gtk
gdm         2490    1773    2490  0    5 46511  8812   2 18:27 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkc
